job title,agency,department,location,salary,search_keyword
Mechanical Engineer (Direct Hire Authority),Army Tank-Automotive and Armament Command (TACOM),Department of the Army,"Texarkana, Texas
                    Texarkana, Texas","Starting at $42,068 Per Year (GS 5-12)",Mechanical Engineer
Research Mechanical Engineer/Electrical Engineer/Agricultural Engineer/Physicist,Agricultural Research Service,Department of Agriculture,"Las Cruces, New Mexico
                    Las Cruces, New Mexico","Starting at $98,496 Per Year (GS 13-15)",Mechanical Engineer
Interdisciplinary Architect/Civil Engineer (Structural)/Mechanical Engineer/Electrical Engineer,Bonneville Power Administration,Department of Energy,"Portland, Oregon
                    Portland, Oregon","Starting at $105,666 Per Year (GS 13)",Mechanical Engineer
Interdisciplinary Architect/Civil Engineer (Structural)/Mechanical Engineer/Electrical Engineer,Bonneville Power Administration,Department of Energy,"Portland, Oregon
                    Portland, Oregon","Starting at $105,666 Per Year (GS 13)",Mechanical Engineer
ENGINEERING TECHNICIAN (MECHANICAL),Naval Sea Systems Command,Department of the Navy,"Keyport, Washington
                    Keyport, Washington","Starting at $41,925 Per Year (GS 5-9)",Mechanical Engineer
Engineering Technician (Mechanical),Army Installation Management Command,Department of the Army,"Fort Cavazos, Texas
                    Fort Cavazos, Texas","Starting at $69,107 Per Year (GS 11)",Mechanical Engineer
Public Notice for Mechanical Engineer (Direct Hire),Federal Aviation Administration,Department of Transportation,"May be filled in various FAA duty locations,","Starting at $47,813 Per Year (FV G-K)",Mechanical Engineer
Student Trainee (Mechanical Engineering),Bonneville Power Administration,Department of Energy,"Vancouver, Washington
                    Vancouver, Washington","Starting at $36,145 Per Year (GS 4)",Mechanical Engineer
"Supervisory Mechanical Engineer, GS-0830-14",U.S. Coast Guard,Department of Homeland Security,"Baltimore, Maryland
                    Baltimore, Maryland","Starting at $132,368 Per Year (GS 14)",Mechanical Engineer
Supervisory Architect/Civil Engineer/Environmental Engineer/Mechanical Engineer/Electrical Engineer,U.S. Army Corps of Engineers,Department of the Army,"Kuwait, Kuwait
                    Kuwait, Kuwait","Starting at $99,908 Per Year (GS 14)",Mechanical Engineer
MECHANICAL / ELECTRICAL / ELECTRONICS ENGINEER,Naval Facilities Engineering Systems Command,Department of the Navy,"Naval Facilities Engineering Command, Atlantic, Virginia
                    Naval Facilities Engineering Command, Atlantic, Virginia","Starting at $83,854 Per Year (GS 12-13)",Mechanical Engineer
"Project Engineer (Civil, Mechanical, Electrical)",U.S. Army Corps of Engineers,Department of the Army,"Sault Ste. Marie, Michigan
                    Sault Ste. Marie, Michigan","Starting at $97,169 Per Year (GS 12)",Mechanical Engineer
"Engineering Technician (Mechanical/Drafting), GS-0802-07/08/09",U.S. Coast Guard,Department of Homeland Security,"Kodiak, Alaska
                    Kodiak, Alaska","Starting at $52,636 Per Year (GS 07-09)",Mechanical Engineer
"Engineering Technician (Mechanical/Drafting), GS-0802-07/08/09",U.S. Coast Guard,Department of Homeland Security,"Kodiak, Alaska
                    Kodiak, Alaska","Starting at $52,636 Per Year (GS 07-09)",Mechanical Engineer
Mechanical/Electrical Engineer (Interdisciplinary),Pacific Air Forces,Department of the Air Force,"Elmendorf AFB, Alaska
                    Elmendorf AFB, Alaska","Starting at $95,737 Per Year (GS 12)",Mechanical Engineer
Interdisciplinary (General Engineer/Architect/Civil/Mechanical/Environmental/Electrical Engineer),U.S. Army Corps of Engineers,Department of the Army,"Baltimore, Maryland
                    Baltimore, Maryland","Starting at $112,015 Per Year (GS 13)",Mechanical Engineer
Interdisciplinary Engineer (Civil/Mechanical/Electrical),U.S. Army Corps of Engineers,Department of the Army,"Boydton, Virginia
                    Boydton, Virginia","Starting at $97,169 Per Year (GS 12)",Mechanical Engineer
SUPERVISORY INTERDISCIPLINARY ENGINEER/ARCHITECT,Naval Facilities Engineering Systems Command,Department of the Navy,"Ventura, California
                    Ventura, California","Starting at $114,044 Per Year (GS 13)",Mechanical Engineer
Healthcare Engineer-Project Engineer,Veterans Health Administration,Department of Veterans Affairs,Multiple Locations,"Starting at $92,429 Per Year (GS 12)",Mechanical Engineer
Engineer/Facilities Project Manager,Central Intelligence Agency,Other Agencies and Independent Organizations,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $69,287 Per Year (GS 9-13)",Mechanical Engineer
Healthcare Engineer,Veterans Health Administration,Department of Veterans Affairs,"Boise, Idaho
                    Boise, Idaho","Starting at $54,111 Per Year (GS 7-12)",Mechanical Engineer
Healthcare Engineer,Veterans Health Administration,Department of Veterans Affairs,"Fort Harrison, Montana
                    Fort Harrison, Montana","Starting at $92,429 Per Year (GS 12)",Mechanical Engineer
Healthcare Engineer,Veterans Health Administration,Department of Veterans Affairs,"Fort Harrison, Montana
                    Fort Harrison, Montana","Starting at $92,429 Per Year (GS 12)",Mechanical Engineer
SENIOR UTILITY ENGINEER,Naval Facilities Engineering Systems Command,Department of the Navy,"Bangor, Washington
                    Bangor, Washington","Starting at $109,546 Per Year (GS 13)",Mechanical Engineer
Healthcare Engineer (Architect)- Recruitment/Relocation INCENTIVE BONUS,Veterans Health Administration,Department of Veterans Affairs,"Indianapolis, Indiana
                    Indianapolis, Indiana","Starting at $95,984 Per Year (GS 12)",Mechanical Engineer
Healthcare Engineer,Veterans Health Administration,Department of Veterans Affairs,"Cleveland, Ohio
                    Cleveland, Ohio","Starting at $101,672 Per Year (GS 12)",Mechanical Engineer
Healthcare Engineer,Veterans Health Administration,Department of Veterans Affairs,"Mather AFB, California
                    Mather AFB, California","Starting at $58,119 Per Year (GS 7-12)",Mechanical Engineer
Healthcare Engineer - Project Engineer,Veterans Health Administration,Department of Veterans Affairs,"New Orleans, Louisiana
                    New Orleans, Louisiana","Starting at $54,111 Per Year (GS 00)",Mechanical Engineer
Healthcare Engineer,Veterans Health Administration,Department of Veterans Affairs,"Saint Cloud, Minnesota
                    Saint Cloud, Minnesota","Starting at $56,115 Per Year (GS 7-12)",Mechanical Engineer
Healthcare Engineer,Veterans Health Administration,Department of Veterans Affairs,"Salt Lake City, Utah
                    Salt Lake City, Utah","Starting at $60,123 Per Year (GS 7-12)",Mechanical Engineer
Healthcare Engineer,Veterans Health Administration,Department of Veterans Affairs,"Salt Lake City, Utah
                    Salt Lake City, Utah","Starting at $60,123 Per Year (GS 00)",Mechanical Engineer
Healthcare Engineer,Veterans Health Administration,Department of Veterans Affairs,"Salt Lake City, Utah
                    Salt Lake City, Utah","Starting at $103,094 Per Year (GS 12)",Mechanical Engineer
Healthcare Engineer,Veterans Health Administration,Department of Veterans Affairs,"Salt Lake City, Utah
                    Salt Lake City, Utah","Starting at $103,094 Per Year (GS 00)",Mechanical Engineer
Healthcare Engineer - Project Engineer,Veterans Health Administration,Department of Veterans Affairs,"New Orleans, Louisiana
                    New Orleans, Louisiana","Starting at $54,111 Per Year (GS 7-12)",Mechanical Engineer
STUDENT TRAINEE (ENGINEERING AND ARCHITECTURE),U.S. Army Test and Evaluation Command,Department of the Army,"Redstone Arsenal, Alabama
                    Redstone Arsenal, Alabama","Starting at $31,164 Per Year (GS 3-5)",Mechanical Engineer
INTERDISCIPLINARY ARCHITECT/ENGINEER/COMMUNITY PLANNER,Naval Facilities Engineering Systems Command,Department of the Navy,"Pearl Harbor, Hawaii
                    Pearl Harbor, Hawaii","Starting at $86,151 Per Year (GS 11-12)",Mechanical Engineer
Healthcare/Electrical Engineer,Veterans Health Administration,Department of Veterans Affairs,"Northport, New York
                    Northport, New York","Starting at $78,445 Per Year (GS 7-12)",Mechanical Engineer
CIVIL ENGINEER T32,Air National Guard Units,Department of the Air Force,"Phoenix, Arizona
                    Phoenix, Arizona","Starting at $86,343 Per Year (GS 12)",Mechanical Engineer
Healthcare Engineer (Not to Exceed 4 Years),Veterans Health Administration,Department of Veterans Affairs,"Martinsburg, West Virginia
                    Martinsburg, West Virginia","Starting at $100,961 Per Year (GS 12)",Mechanical Engineer
Senior Software Engineer,House of Representatives,Legislative Branch,"Washington DC, District of Columbia
                    Washington DC, District of Columbia","Starting at $120,000 Per Year (HS 0)",Software Engineer
ENGINEER/SCIENTIST,Naval Sea Systems Command,Department of the Navy,"Dahlgren, Virginia
                    Dahlgren, Virginia","Starting at $78,592 Per Year (ND 4)",Software Engineer
INTERDISCIPLINARY ENGINEER,Naval Air Systems Command,Department of the Navy,"Patuxent River, Maryland
                    Patuxent River, Maryland","Starting at $94,199 Per Year (DP 4)",Software Engineer
CIVIL/AGRICULTURAL ENGINEER,Natural Resources Conservation Service,Department of Agriculture,"Columbia, Missouri
                    Columbia, Missouri","Starting at $69,107 Per Year (GS 11-12)",Software Engineer
"Computer Engineer, AST, Data Systems",George C. Marshall Space Flight Center,National Aeronautics and Space Administration,"Huntsville, Alabama
                    Huntsville, Alabama","Starting at $142,150 Per Year (GS 15)",Software Engineer
Computer Engineer,Defense Contract Management Agency,Department of Defense,"King of Prussia, Pennsylvania
                    King of Prussia, Pennsylvania","Starting at $90,893 Per Year (GS 12)",Software Engineer
Computer Engineer,Defense Contract Management Agency,Department of Defense,"Grand Prairie, Texas
                    Grand Prairie, Texas","Starting at $89,848 Per Year (GS 12)",Software Engineer
ENGINEER,Naval Sea Systems Command,Department of the Navy,"Dahlgren, Virginia
                    Dahlgren, Virginia","Starting at $74,950 Per Year (ND 4)",Software Engineer
Computer Engineer,Defense Contract Management Agency,Department of Defense,"Cedar Rapids, Iowa
                    Cedar Rapids, Iowa","Starting at $69,107 Per Year (GS 11-12)",Software Engineer
ENGINEER/SCIENTIST,Naval Sea Systems Command,Department of the Navy,"Dahlgren, Virginia
                    Dahlgren, Virginia","Starting at $78,592 Per Year (ND 4)",Software Engineer
Civil Engineer,U.S. Army Corps of Engineers,Department of the Army,"Savannah, Georgia
                    Savannah, Georgia","Starting at $92,928 Per Year (GS 11-12)",Software Engineer
Interdisciplinary Engineer,Defense Contract Management Agency,Department of Defense,"Waterton, Colorado
                    Waterton, Colorado","Starting at $91,753 Per Year (GS 12)",Software Engineer
Interdisciplinary Engineer,Defense Contract Management Agency,Department of Defense,"Waterton, Colorado
                    Waterton, Colorado","Starting at $91,753 Per Year (GS 12)",Software Engineer
ELECTRONICS ENGINEER,Air Force Materiel Command,Department of the Air Force,"Eglin AFB, Florida
                    Eglin AFB, Florida","Starting at $98,496 Per Year (GS 13)",Software Engineer
GVAIL Lead Engineer,United States Army Futures Command,Department of the Army,"Warren, Michigan
                    Warren, Michigan","Starting at $91,270 Per Year (DB 3)",Software Engineer
Electrical Engineer,Western Area Power Administration,Department of Energy,Multiple Locations,"Starting at $81,708 Per Year (GS 9-12)",Software Engineer
Electrical Engineer,Western Area Power Administration,Department of Energy,Multiple Locations,"Starting at $81,708 Per Year (GS 9-12)",Software Engineer
Civil Engineer (Hydraulics) - DIRECT HIRE,Federal Highway Administration,Department of Transportation,"Lakewood, Colorado
                    Lakewood, Colorado","Starting at $76,551 Per Year (GS 11-12)",Software Engineer
IT SPECIALIST (PLCYPLN),Department of the Air Force - Agency Wide,Department of the Air Force,"Randolph AFB, Texas
                    Randolph AFB, Texas","Starting at $117,891 Per Year (GS 14)",Software Engineer
Engineer,Air Force Materiel Command,Department of the Air Force,Multiple Locations,"Starting at $52,106 Per Year (GS 7-9)",Software Engineer
Computer Engineer,Forest Service,Department of Agriculture,"Madison, Wisconsin
                    Madison, Wisconsin","Starting at $46,696 Per Year (GS 7-11)",Software Engineer
INFORMATION TECHNOLOGY SPECIALIST (APPLICATION SOFTWARE),U.S. Army Communications Electronics Command,Department of the Army,"Aberdeen Proving Ground, Maryland
                    Aberdeen Proving Ground, Maryland","Starting at $94,199 Per Year (NH 3)",Software Engineer
"Aerospace Engineer, AST, Aerospace Flight Systems (Direct Hire)",John F. Kennedy Space Center,National Aeronautics and Space Administration,"Kennedy Space Center, Florida
                    Kennedy Space Center, Florida","Starting at $52,106 Per Year (GS 7-11)",Software Engineer
Industrial Engineer,Veterans Health Administration,Department of Veterans Affairs,"Saint Cloud, Minnesota
                    Saint Cloud, Minnesota","Starting at $61,966 Per Year (GS 9-11)",Software Engineer
INTERDISCIPLINARY ENGINEER/SCIENTIST,Naval Air Systems Command,Department of the Navy,"China Lake, California
                    China Lake, California","Starting at $95,905 Per Year (DP 4)",Software Engineer
Electrical Engineer,U.S. Army Corps of Engineers,Department of the Army,"Fort Thompson, South Dakota
                    Fort Thompson, South Dakota","Starting at $92,928 Per Year (GS 11-12)",Software Engineer
Biomedical Equipment Support Specialist (Biomedical Info Systems),Veterans Health Administration,Department of Veterans Affairs,"Wilmington, North Carolina
                    Wilmington, North Carolina","Starting at $99,396 Per Year (GS 12)",Software Engineer
ELECTRICAL ENGINEER,Naval Facilities Engineering Systems Command,Department of the Navy,"Dahlgren, Virginia
                    Dahlgren, Virginia","Starting at $94,199 Per Year (GS 12-13)",Software Engineer
Civil Engineer,U.S. Army Corps of Engineers,Department of the Army,Multiple Locations,"Starting at $82,830 Per Year (GS 12)",Software Engineer
Computer Engineer - Direct Hire,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $111,521 Per Year (GS 14)",Software Engineer
Biomedical Equipment Support Specialist (BESS-BIS),Veterans Health Administration,Department of Veterans Affairs,"Kansas City, Missouri
                    Kansas City, Missouri","Starting at $100,634 Per Year (GS 12)",Software Engineer
Biomedical Equipment Support Specialist (BESS-BIS),Veterans Health Administration,Department of Veterans Affairs,"Kansas City, Missouri
                    Kansas City, Missouri","Starting at $100,634 Per Year (GS 12)",Software Engineer
SUPERVISORY ACQUISITION PROGRAM MANAGER-DIRECT HIRING AUTHORITY,Department of the Air Force - Agency Wide,Department of the Air Force,"Hill AFB, Utah
                    Hill AFB, Utah","Starting at $116,393 Per Year (NH 4)",Software Engineer
Mechanical Engineer,Naval Facilities Engineering Systems Command,Department of the Navy,"Annapolis, Maryland
                    Annapolis, Maryland","Starting at $94,199 Per Year (GS 12-13)",Software Engineer
SUPERVISORY INTERDISCIPLINARY ENGINEER,STRATEGIC SYSTEMS PROGRAMS (SSP),Department of the Navy,"Washington Navy Yard, District of Columbia
                    Washington Navy Yard, District of Columbia","Starting at $132,368 Per Year (NH 4)",Software Engineer
SUPERVISORY INTERDISCIPLINARY ENGINEER,STRATEGIC SYSTEMS PROGRAMS (SSP),Department of the Navy,"Washington Navy Yard, District of Columbia
                    Washington Navy Yard, District of Columbia","Starting at $132,368 Per Year (NH 15)",Software Engineer
Civil Engineer (Highway) - Direct Hire,Federal Highway Administration,Department of Transportation,"Ashburn, Virginia
                    Ashburn, Virginia","Starting at $78,592 Per Year (GS 11-12)",Software Engineer
Mechanical Engineer,Army Installation Management Command,Department of the Army,"Fort Sill, Oklahoma
                    Fort Sill, Oklahoma","Starting at $42,068 Per Year (GS 5-12)",Software Engineer
Public Notice for Computer Engineer (Direct Hire),Federal Aviation Administration,Department of Transportation,"May be filled in various FAA duty locations,","Starting at $47,813 Per Year (FV G-K)",Software Engineer
Civil Engineer,Bureau of Land Management,Department of the Interior,"Vale, Oregon
                    Vale, Oregon","Starting at $37,696 Per Year (GS 5-9)",Software Engineer
Computer Engineer  12 Month Register (Public Notice),Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $136,908 Per Year (GS 15)",Software Engineer
Civil Engineer (Highway) Design - DIRECT HIRE,Federal Highway Administration,Department of Transportation,"Vancouver, Washington
                    Vancouver, Washington","Starting at $74,137 Per Year (GS 11-12)",Software Engineer
ENGINEER/SCIENTIST,Naval Sea Systems Command,Department of the Navy,"Dahlgren, Virginia
                    Dahlgren, Virginia","Starting at $78,592 Per Year (ND 4)",Software Engineer
Biomedical Equipment Support Specialist (Biomedical Information Systems),Veterans Health Administration,Department of Veterans Affairs,"New Orleans, Louisiana
                    New Orleans, Louisiana","Starting at $86,741 Per Year (GS 12)",Software Engineer
Biomedical Equipment Support Specialist (Biomedical Information Systems),Veterans Health Administration,Department of Veterans Affairs,"New Orleans, Louisiana
                    New Orleans, Louisiana","Starting at $86,741 Per Year (GS 12)",Software Engineer
ENGINEER,Naval Sea Systems Command,Department of the Navy,"Dahlgren, Virginia
                    Dahlgren, Virginia","Starting at $78,592 Per Year (ND 4)",Software Engineer
Quality Assurance Engineer,Defense Contract Management Agency,Department of Defense,"Linthicum, Maryland
                    Linthicum, Maryland","Starting at $95,219 Per Year (NH 3)",Software Engineer
Bio Equip Support Specialist,Veterans Health Administration,Department of Veterans Affairs,"Hines, Illinois
                    Hines, Illinois","Starting at $64,962 Per Year (GS 9-11)",Software Engineer
Biomedical Equipment Support Specialist,Veterans Health Administration,Department of Veterans Affairs,"Salt Lake City, Utah
                    Salt Lake City, Utah","Starting at $42,711 Per Year (GS 5-11)",Software Engineer
ELECTRONICS ENGINEER,STRATEGIC SYSTEMS PROGRAMS (SSP),Department of the Navy,Multiple Locations,"Starting at $84,928 Per Year (NH 3)",Software Engineer
INTERDISCIPLINARY ENGINEER/SCIENTIST,Naval Air Systems Command,Department of the Navy,"Point Mugu, California
                    Point Mugu, California","Starting at $95,905 Per Year (DP 4)",Software Engineer
ENGINEER/SCIENTIST,Naval Sea Systems Command,Department of the Navy,"Dahlgren, Virginia
                    Dahlgren, Virginia","Starting at $78,592 Per Year (ND 4)",Software Engineer
Computer Engineer,U.S. Army Communications Electronics Command,Department of the Army,"Fort Belvoir, Virginia
                    Fort Belvoir, Virginia","Starting at $94,199 Per Year (DB 3)",Software Engineer
INTERDISCIPLINARY,Defense Information Systems Agency,Department of Defense,"Fort Meade, Maryland
                    Fort Meade, Maryland","Starting at $112,015 Per Year (GG 13)",Software Engineer
Electronics Engineer,Bonneville Power Administration,Department of Energy,"Vancouver, Washington
                    Vancouver, Washington","Starting at $109,019 Per Year (GS 12)",Software Engineer
Electronics Engineer,Bonneville Power Administration,Department of Energy,"Vancouver, Washington
                    Vancouver, Washington","Starting at $109,019 Per Year (GS 12)",Software Engineer
CIVIL ENGINEER,Air Force Civilian Career Training,Department of the Air Force,Multiple Locations,"Starting at $46,696 Per Year (GS 7-9)",Software Engineer
Civil Engineer (Structural) - DIRECT HIRE,Federal Highway Administration,Department of Transportation,"Ashburn, Virginia
                    Ashburn, Virginia","Starting at $78,592 Per Year (GS 11-12)",Software Engineer
IT SPECIALIST (Application Software),Defense Health Agency,Department of Defense,"San Antonio, Texas
                    San Antonio, Texas","Starting at $83,897 Per Year (GS 12)",Software Engineer
Interdisciplinary Engineer,Defense Contract Management Agency,Department of Defense,Multiple Locations,"Starting at $95,219 Per Year (NH 3)",Software Engineer
Interdisciplinary Engineer,Defense Contract Management Agency,Department of Defense,Multiple Locations,"Starting at $83,727 Per Year (NH 3)",Software Engineer
Interdisciplinary Engineer,Defense Contract Management Agency,Department of Defense,"Hudson, New Hampshire
                    Hudson, New Hampshire","Starting at $94,184 Per Year (NH 3)",Software Engineer
Engineering Technician,U.S. Army Corps of Engineers,Department of the Army,"Philadelphia, Pennsylvania
                    Philadelphia, Pennsylvania","Starting at $75,833 Per Year (GS 11-12)",Software Engineer
ENGINEER OR SCIENTIST,Naval Sea Systems Command,Department of the Navy,"Naval Base Newport, Rhode Island
                    Naval Base Newport, Rhode Island","Starting at $77,738 Per Year (ND 4)",Software Engineer
Fire Protection Engineer,Military Treatment Facilities under DHA,Department of Defense,"Naval Medical Center, San Diego, California
                    Naval Medical Center, San Diego, California","Starting at $111,609 Per Year (GS 13)",Software Engineer
ENGINEER/SCIENTIST,Naval Sea Systems Command,Department of the Navy,"Dahlgren, Virginia
                    Dahlgren, Virginia","Starting at $38,317 Per Year (ND 2-4)",Software Engineer
Computer Scientist,U.S. Army Communications Electronics Command,Department of the Army,"Aberdeen Proving Ground, Maryland
                    Aberdeen Proving Ground, Maryland","Starting at $94,199 Per Year (NH 3)",Software Engineer
Civil Engineer (Operations Program Specialist) - DIRECT HIRE,Federal Highway Administration,Department of Transportation,"Nashville, Tennessee
                    Nashville, Tennessee","Starting at $82,830 Per Year (GS 12)",Software Engineer
Engineering Technician,U.S. Army Corps of Engineers,Department of the Army,"Buffalo, New York
                    Buffalo, New York","Starting at $39,265 Per Year (GS 5-11)",Software Engineer
Supervisory Interdisciplinary,U.S. Army Communications Electronics Command,Department of the Army,"Aberdeen Proving Ground, Maryland
                    Aberdeen Proving Ground, Maryland","Starting at $141,022 Per Year (DB 5)",Software Engineer
Interdisciplinary Computer Engineer,Defense Contract Management Agency,Department of Defense,Multiple Locations,"Starting at $71,099 Per Year (NH 3)",Software Engineer
Electronics Engineer - DIRECT HIRE,U.S. Army Corps of Engineers,Department of the Army,"Sacramento, California
                    Sacramento, California","Starting at $111,389 Per Year (GS 12)",Software Engineer
Applications Developer,Central Intelligence Agency,Other Agencies and Independent Organizations,"Washington DC, District of Columbia
                    Washington DC, District of Columbia","Starting at $69,287 Per Year (GS 9-14)",Software Engineer
Civil Engineer (Hydraulics),U.S. Army Corps of Engineers,Department of the Army,"Buffalo, New York
                    Buffalo, New York","Starting at $86,279 Per Year (GS 12)",Software Engineer
INTERDISCIPLINARY ENGINEER/SCIENTIST,Naval Air Systems Command,Department of the Navy,"China Lake, California
                    China Lake, California","Starting at $95,905 Per Year (DP 4)",Software Engineer
IT PROJECT MANAGER (PLCYPLN),Defense Information Systems Agency,Department of Defense,"Fort Meade, Maryland
                    Fort Meade, Maryland","Starting at $132,368 Per Year (GG 14)",Project Manager
IT Project Manager (PLCYPLN),Defense Logistics Agency,Department of Defense,"Philadelphia, Pennsylvania
                    Philadelphia, Pennsylvania","Starting at $116,393 Per Year (GS 14)",Project Manager
Interdisciplinary (Project Manager),National Park Service,Department of the Interior,Multiple Locations,"Starting at $102,489 Per Year (GS 12)",Project Manager
"Interdisciplinary (Senior Project Manager, Military Projects) - Open Continuous",U.S. Army Corps of Engineers,Department of the Army,Multiple Locations,"Starting at $98,496 Per Year (GS 13)",Project Manager
Project Manager/Tribal Liaison,Bureau of Land Management,Department of the Interior,Multiple Locations,"Starting at $82,830 Per Year (GS 12)",Project Manager
Project Manager/Tribal Liaison,Bureau of Land Management,Department of the Interior,Multiple Locations,"Starting at $82,830 Per Year (GS 12)",Project Manager
General Engineer (Project Manager),"Treasury, Departmental Offices",Department of the Treasury,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $112,015 Per Year (GS 13-14)",Project Manager
Lead Assisted Acquisition Project Manager (1101),Federal Acquisition Service,General Services Administration,"Location Negotiable After Selection,","Starting at $116,393 Per Year (GS 14)",Project Manager
General Engineer (Project Manager),"Treasury, Departmental Offices",Department of the Treasury,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $112,015 Per Year (GS 13-14)",Project Manager
IT Project Manager (Policy & Planning),AmeriCorps,Other Agencies and Independent Organizations,Anywhere in the U.S. (remote job),"Starting at $132,371 Per Year (NY 4)",Project Manager
Supervisory Project Manager,Office of the Chief of Staff of the Army,Department of the Army,"Pentagon, Arlington, Virginia
                    Pentagon, Arlington, Virginia","Starting at $155,700 Per Year (GS 15)",Project Manager
SUPERVISORY IT PROJECT MANAGER (PLCYPLN),U.S. Marine Corps,Department of the Navy,"Camp Foster, Japan
                    Camp Foster, Japan","Starting at $84,546 Per Year (GS 13)",Project Manager
Project Manager (Business Systems Planning Project Manager) 12-Month Register,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $116,393 Per Year (GS 14)",Project Manager
Aerospace Engineering Project Manager,Central Intelligence Agency,Other Agencies and Independent Organizations,"Washington DC, District of Columbia
                    Washington DC, District of Columbia","Starting at $64,957 Per Year (GS 9-14)",Project Manager
PROGRAM ANALYST (PROJECT MANAGER),U.S. Army Corps of Engineers,Department of the Army,"Walla Walla, Washington
                    Walla Walla, Washington","Starting at $82,830 Per Year (GS 12)",Project Manager
PROGRAM ANALYST (PROJECT MANAGER),U.S. Army Corps of Engineers,Department of the Army,"Walla Walla, Washington
                    Walla Walla, Washington","Starting at $82,830 Per Year (GS 12)",Project Manager
Project Manager (Business Systems Planning Project Manager) 12-Month Roster AMENDED,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $116,393 Per Year (GS 14)",Project Manager
IT Project Manager (Data Management),Environmental Protection Agency,Other Agencies and Independent Organizations,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $155,700 Per Year (GS 15)",Project Manager
Project Manager (Business Systems Planning Project Manager) (Temp NTE 1 Year) 6 Month Roster,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $116,393 Per Year (GS 14)",Project Manager
Interdisciplinary (Project Manager) - Civil Works,U.S. Army Corps of Engineers,Department of the Army,"Sacramento, California
                    Sacramento, California","Starting at $91,220 Per Year (GS 12)",Project Manager
Intergovernmental Liaison Project Manager,Nuclear Regulatory Commission,Other Agencies and Independent Organizations,"Rockville, Maryland
                    Rockville, Maryland","Starting at $132,368 Per Year (GG 14)",Project Manager
MWR Engineering Technician (Project Manager),"Commander, Navy Installations",Department of the Navy,"San Diego, California
                    San Diego, California","Starting at $86,000 Per Year (NF 4)",Project Manager
SUPERVISORY IT PROJECT MANAGER (PLCYPLN),"Commander, Naval Information Warfare Systems Command (NAVWARSYSCOM)",Department of the Navy,"Spawar, Charleston, South Carolina
                    Spawar, Charleston, South Carolina","Starting at $82,830 Per Year (NM 4)",Project Manager
TECHNICAL PROJECT MANAGER (ADMINISTRATIVE/TECHNICAL),Naval Sea Systems Command,Department of the Navy,"Crane, Indiana
                    Crane, Indiana","Starting at $82,830 Per Year (NT 5)",Project Manager
Interdisciplinary (Regulatory Project Manager),U.S. Army Corps of Engineers,Department of the Army,"San Francisco, California
                    San Francisco, California","Starting at $57,778 Per Year (GS 7-11)",Project Manager
Program Analyst (Recovery Coordinator),Small Business Administration,Other Agencies and Independent Organizations,Multiple Locations,"Starting at $84,546 Per Year (GS 13)",Business Analyst
Program Analyst (Recovery Coordinator),Small Business Administration,Other Agencies and Independent Organizations,Multiple Locations,"Starting at $84,546 Per Year (GS 13)",Business Analyst
FINANCIAL MANAGEMENT ANALYST,Naval Air Systems Command,Department of the Navy,"China Lake, California
                    China Lake, California","Starting at $95,905 Per Year (DA 5)",Business Analyst
Program Analyst (Recovery Coordinator),Small Business Administration,Other Agencies and Independent Organizations,Multiple Locations,"Starting at $84,546 Per Year (GS 13)",Business Analyst
Senior Program Analyst,Veterans Benefits Administration,Department of Veterans Affairs,"Location Negotiable After Selection,","Starting at $99,908 Per Year (GS 14)",Business Analyst
GENERAL BUSINESS & INDUSTRIAL SPEC,Naval Sea Systems Command,Department of the Navy,Multiple Locations,"Starting at $57,118 Per Year (GS 9-11)",Business Analyst
GENERAL BUSINESS & INDUSTRIAL SPEC,Naval Sea Systems Command,Department of the Navy,Multiple Locations,"Starting at $82,830 Per Year (GS 12)",Business Analyst
Program Analyst,U.S. Army Communications Electronics Command,Department of the Army,"Fort Huachuca, Arizona
                    Fort Huachuca, Arizona","Starting at $100,102 Per Year (GS 13)",Business Analyst
Operations Research Analyst (6 Month Register),Defense Logistics Agency,Department of Defense,Multiple Locations,"Starting at $59,510 Per Year (GS 9-12)",Business Analyst
Supervisory Management and Program Analyst,Citizenship and Immigration Services,Department of Homeland Security,Anywhere in the U.S. (remote job),"Starting at $155,700 Per Year (GS 15)",Business Analyst
Contract Administration Analyst,Bonneville Power Administration,Department of Energy,"Vancouver, Washington
                    Vancouver, Washington","Starting at $74,137 Per Year (GS 11-12)",Business Analyst
RISK ASSESSMENT ANALYST,Farm Production and Conservation (FPAC) Business Center,Department of Agriculture,Anywhere in the U.S. (remote job),"Starting at $84,546 Per Year (GS 13)",Business Analyst
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $82,830 Per Year (GS 12)",Business Analyst
Program Analyst,Federal Acquisition Service,General Services Administration,Anywhere in the U.S. (remote job),"Starting at $82,830 Per Year (GS 12-13)",Business Analyst
